"","r1","r2","h","effect_5","effect_10","effect_15","effect_20"
"X","CAL","CAL","0","0",NA,NA,NA
"X.1","CAL","CAL","1","0",NA,NA,NA
"X.2","CAL","CAL","2","0",NA,NA,NA
"X.3","CAL","CAL","3","0",NA,NA,NA
"X.4","CAL","CAL","4","0",NA,NA,NA
"X.5","CAL","CAL","5","0",NA,NA,NA
"X.6","CAL","CAL","6","0",NA,NA,NA
"X.7","CAL","CAL","7","15.329956954482","30.7332212482026","46.2082583083252","61.7535102587279"
"X.8","CAL","CAL","8","66.9939628562559","128.274463154641","184.799813179099","237.555352549195"
"X.9","CAL","CAL","9","155.114443108544","318.381645900725","485.472459517883","651.316018416915"
"X.10","CAL","CAL","10","190.54980854512","370.717274410286","533.347037592552","673.203000465278"
"X.11","CAL","CAL","11","189.463871997136","360.327434469552","506.506752242957","624.911547723408"
"X.12","CAL","CAL","12","189.131557767237","359.129120992647","504.023224655651","620.898781768675"
"X.13","CAL","CAL","13","189.390752213343","360.058961826204","505.946391586407","624.002496471257"
"X.14","CAL","CAL","14","189.427522478243","360.193601169257","506.227115199225","624.457629949913"
"X.15","CAL","CAL","15","190.828248207239","370.194347670508","531.013033959654","668.27077065964"
"X.16","CAL","CAL","16","180.134807681302","360.434079337198","534.209558601622","695.135343757327"
"X.17","CAL","CAL","17","121.065261486099","252.886877398226","394.048706044447","542.160972260818"
"X.18","CAL","CAL","18","74.3793334354151","142.711457420287","205.510924773294","263.359498256597"
"X.19","CAL","CAL","19","11.0688332129146","22.1823698796483","33.3400393872754","44.541263273815"
"X.20","CAL","CAL","20","1.29408059338629","2.58902827188327","3.88484219559031","5.18152152221599"
"X.21","CAL","CAL","21","0.168860509093965","0.337736403267927","0.506627680690399","0.675534339528499"
"X.22","CAL","CAL","22","0",NA,NA,NA
"X.23","CAL","CAL","23","0",NA,NA,NA
"X.24","NW","CAL","0","1.29312272081512","2.58741557192117","3.88287770664389","5.17950827427488"
"X.25","NW","CAL","1","0.0668544953975221","0.133712276489315","0.200573343163693","0.267437695309647"
"X.26","NW","CAL","2","0.0668544953975221","0.133712276489315","0.200573343163693","0.267437695309647"
"X.27","NW","CAL","3","0.0668544953975221","0.133712276489315","0.200573343163693","0.267437695309647"
"X.28","NW","CAL","4","0.0668544953975221","0.133712276489315","0.200573343163693","0.267437695309647"
"X.29","NW","CAL","5","0.0668544953975221","0.133712276489315","0.200573343163693","0.267437695309647"
"X.30","NW","CAL","6","0.133843659603693","0.267700452596887","0.401570378082625","0.535453435163811"
"X.31","NW","CAL","7","2.49053139202445","4.98520405184102","7.48401169357732","9.98694797964044"
"X.32","NW","CAL","8","34.4452709153167","69.1112283123551","103.97828014647","139.02655581839"
"X.33","NW","CAL","9","51.9307397078284","98.5252658233333","140.768481038873","179.515282301142"
"X.34","NW","CAL","10","50.811249081109","100.813904353915","148.66778049615","192.799817906295"
"X.35","NW","CAL","11","51.6754075957154","97.4419542309176","135.599185818476","165.372767560149"
"X.36","NW","CAL","12","50.4205612566411","93.8074610255854","128.758701556015","154.979093468114"
"X.37","NW","CAL","13","50.8998084212914","95.139164609303","131.201882122807","158.623906071921"
"X.38","NW","CAL","14","51.5949706541585","97.19109963322","135.106921343832","164.603174363381"
"X.39","NW","CAL","15","51.7955236672696","97.8238331035863","136.356225247192","166.56429491059"
"X.40","NW","CAL","16","52.6683765549162","102.214667049461","146.744004956791","184.69406643774"
"X.41","NW","CAL","17","48.3809286983372","96.7900186315896","144.513254988649","190.412667272928"
"X.42","NW","CAL","18","41.7664167465512","81.5262484823392","120.073319327361","158.02419169934"
"X.43","NW","CAL","19","78.8344925320573","151.391924774597","217.987936203682","278.994092398581"
"X.44","NW","CAL","20","17.0594929370832","34.2328925872548","51.5178090858535","68.9118007938605"
"X.45","NW","CAL","21","4.84493127812183","9.70418919996769","14.5777247866708","19.4654884116773"
"X.46","NW","CAL","22","2.56213732144761","5.12864530963084","7.69951710663038","10.2747457968373"
"X.47","NW","CAL","23","1.78160089636088","3.56538048704457","5.35133652065971","7.13946673169745"
"X.48","SW","CAL","0","2.9340924451895","5.87399958472091","8.8197001321897","11.7711726401922"
"X.49","SW","CAL","1","1.37290177234254","2.74718446477154","4.12284594985406","5.49988409145332"
"X.50","SW","CAL","2","1.24574782526658","2.49264024348354","3.74067566908243","4.98985251053548"
"X.51","SW","CAL","3","1.11905684138163","2.23904348444911","3.35995878267754","4.48180158562373"
"X.52","SW","CAL","4","0.992830853828373","1.98639846753394","2.98070204246035","3.97574077749996"
"X.53","SW","CAL","5","0.992830853828373","1.98639846753394","2.98070204246035","3.97574077749996"
"X.54","SW","CAL","6","2.80154891438039","5.60843554349134","8.42064139055899","11.2381478236271"
"X.55","SW","CAL","7","16.6352598600534","33.358785409866","50.1665261972298","67.0543783169658"
"X.56","SW","CAL","8","58.7071461485734","114.142800106094","166.680833415051","216.709942917649"
"X.57","SW","CAL","9","107.241712543397","227.659495838051","363.498819655089","516.133881067797"
"X.58","SW","CAL","10","226.875255848509","472.282549198344","726.970011766535","979.398366719162"
"X.59","SW","CAL","11","257.147652492734","524.272948211819","788.039433873836","1034.7787038256"
"X.60","SW","CAL","12","254.998034282055","520.832015092259","784.44066946591","1032.23288694057"
"X.61","SW","CAL","13","250.552818130087","513.567120126419","776.563248865134","1026.15649816364"
"X.62","SW","CAL","14","248.646644349505","510.395588660184","773.020745543623","1023.24309324387"
"X.63","SW","CAL","15","226.875255848509","472.282549198344","726.970011766535","979.398366719162"
"X.64","SW","CAL","16","196.606059916113","415.093632045206","650.237150897702","893.857924612653"
"X.65","SW","CAL","17","91.5500201966038","192.403690535868","304.882205963229","430.984770952771"
"X.66","SW","CAL","18","59.3687977886014","115.464618031704","168.570382111718","218.994862383559"
"X.67","SW","CAL","19","34.5623794464526","69.1259384508095","103.657604229331","138.124764120619"
"X.68","SW","CAL","20","21.3460777736309","42.7960343667344","64.3414358252851","85.9737681130917"
"X.69","SW","CAL","21","16.6352598600534","33.358785409866","50.1665261972298","67.0543783169658"
"X.70","SW","CAL","22","12.0525230731948","24.1658289717164","36.3383696797508","48.568574671879"
"X.71","SW","CAL","23","5.81421619734876","11.6481181834835","17.5015355321623","23.3742958226374"
"X.72","CAR","CAR","0","0",NA,NA,NA
"X.73","CAR","CAR","1","0",NA,NA,NA
"X.74","CAR","CAR","2","0",NA,NA,NA
"X.75","CAR","CAR","3","0",NA,NA,NA
"X.76","CAR","CAR","4","0",NA,NA,NA
"X.77","CAR","CAR","5","0",NA,NA,NA
"X.78","CAR","CAR","6","0",NA,NA,NA
"X.79","CAR","CAR","7","0",NA,NA,NA
"X.80","CAR","CAR","8","3.76067792732069","7.56752785272293","11.4202438279218","15.3185048533646"
"X.81","CAR","CAR","9","37.1554894489733","75.7019462523933","115.764956650983","157.464487728409"
"X.82","CAR","CAR","10","116.207788335861","227.143580112896","330.845038983157","425.827095792428"
"X.83","CAR","CAR","11","91.5910524353541","167.284752006783","227.957907452923","275.052406542935"
"X.84","CAR","CAR","12","60.9683455018853","106.026142558383","137.854796273929","159.257389644227"
"X.85","CAR","CAR","13","53.0913584305086","90.9908573368849","116.720003161828","133.257922230247"
"X.86","CAR","CAR","14","56.529229355503","97.5181686178968","125.847387922709","144.430079161481"
"X.87","CAR","CAR","15","77.6639674951961","138.82860500826","185.283711052375","219.210216260213"
"X.88","CAR","CAR","16","109.603549483663","206.680424472529","290.538007888332","361.205259649611"
"X.89","CAR","CAR","17","98.0657227846633","198.135722869119","298.796748856775","398.551587188729"
"X.90","CAR","CAR","18","34.5567861772031","70.290297630398","107.310389214211","145.727497250232"
"X.91","CAR","CAR","19","7.29313792014885","14.6999903571236","22.2184386578236","29.8463361426333"
"X.92","CAR","CAR","20","0.558923749260677","1.11957774416626","1.6819621155518","2.24607696856524"
"X.93","CAR","CAR","21","0",NA,NA,NA
"X.94","CAR","CAR","22","0",NA,NA,NA
"X.95","CAR","CAR","23","0",NA,NA,NA
"X.96","MIDA","CAR","0","0.183244635466079","0.366695070068087","0.550351394991405","0.734213701243897"
"X.97","MIDA","CAR","1","0.183244635466079","0.366695070068087","0.550351394991405","0.734213701243897"
"X.98","MIDA","CAR","2","0.183244635466079","0.366695070068087","0.550351394991405","0.734213701243897"
"X.99","MIDA","CAR","3","0.183244635466079","0.366695070068087","0.550351394991405","0.734213701243897"
"X.100","MIDA","CAR","4","0.183244635466079","0.366695070068087","0.550351394991405","0.734213701243897"
"X.101","MIDA","CAR","5","0.183244635466079","0.366695070068087","0.550351394991405","0.734213701243897"
"X.102","MIDA","CAR","6","0.246203658873951","0.492774310971671","0.739712169409157","0.987017446735091"
"X.103","MIDA","CAR","7","3.74923742379264","7.55035972484169","11.4034526097988","15.3085879999119"
"X.104","MIDA","CAR","8","48.9079308888858","95.6148243862657","140.108627984623","182.461124053408"
"X.105","MIDA","CAR","9","62.0167232497598","125.385391579434","189.197804568888","252.026145235623"
"X.106","MIDA","CAR","10","72.2026790959825","139.320734539501","198.817779871639","248.921926548082"
"X.107","MIDA","CAR","11","70.0819717602159","131.462872868805","182.230919372112","221.768629715531"
"X.108","MIDA","CAR","12","70.3151149319512","132.134953811822","183.489496105684","223.679439271908"
"X.109","MIDA","CAR","13","70.1499552186175","131.657446167552","182.593795211283","222.318014003152"
"X.110","MIDA","CAR","14","71.9615679508856","137.707516543652","194.809906166101","241.793429889145"
"X.111","MIDA","CAR","15","66.0133402637693","132.613437428314","198.210326484953","260.858081855151"
"X.112","MIDA","CAR","16","48.6915062130904","96.4587414415526","144.099414580468","192.252728189426"
"X.113","MIDA","CAR","17","47.8601741001518","94.1320630739794","138.676321206714","181.413047628592"
"X.114","MIDA","CAR","18","14.1880652818062","28.6932076953478","43.5074641057052","58.6221496990615"
"X.115","MIDA","CAR","19","0.598056188030476","1.19814174789044","1.80025917410942","2.40441094332779"
"X.116","MIDA","CAR","20","0.267399964158052","0.535231072896434","0.803493595880224","1.07218780199007"
"X.117","MIDA","CAR","21","0.183244635466079","0.366695070068087","0.550351394991405","0.734213701243897"
"X.118","MIDA","CAR","22","0.183244635466079","0.366695070068087","0.550351394991405","0.734213701243897"
"X.119","MIDA","CAR","23","0.183244635466079","0.366695070068087","0.550351394991405","0.734213701243897"
"X.120","TEN","CAR","0","0",NA,NA,NA
"X.121","TEN","CAR","1","0",NA,NA,NA
"X.122","TEN","CAR","2","0",NA,NA,NA
"X.123","TEN","CAR","3","0",NA,NA,NA
"X.124","TEN","CAR","4","0",NA,NA,NA
"X.125","TEN","CAR","5","0",NA,NA,NA
"X.126","TEN","CAR","6","0",NA,NA,NA
"X.127","TEN","CAR","7","0.116653615327269","0.233409138588054","0.350266590592241","0.467225992049339"
"X.128","TEN","CAR","8","12.4910394076656","25.1163318559574","37.8532363239987","50.6785342124229"
"X.129","TEN","CAR","9","15.9110235848725","29.5826018318987","41.1920612375527","50.9385079997127"
"X.130","TEN","CAR","10","7.85638753612197","13.8820416485017","18.4369768155878","21.8345568858515"
"X.131","TEN","CAR","11","5.35621588819834","9.26827767630826","12.0843658508045","14.0853456014263"
"X.132","TEN","CAR","12","5.82597369557377","10.1249124628815","13.2511613462553","15.495006509947"
"X.133","TEN","CAR","13","5.48756498082735","9.50729668868339","12.4093107322043","14.4772758157737"
"X.134","TEN","CAR","14","5.89537750453889","10.2518952647663","13.4246357105906","15.7051367536232"
"X.135","TEN","CAR","15","5.68888835096189","9.87441308033272","12.9093344020714","15.0813614942361"
"X.136","TEN","CAR","16","11.4286040189643","20.6886903570128","28.0899657867531","33.9296875000963"
"X.137","TEN","CAR","17","19.2853219211555","36.6272479538211","52.0695222539907","65.6888783895045"
"X.138","TEN","CAR","18","14.2105222863517","28.5196357985711","42.894505187971","57.3019181181081"
"X.139","TEN","CAR","19","1.59728633639399","3.20830877074127","4.83306022343491","6.47153144414365"
"X.140","TEN","CAR","20","0",NA,NA,NA
"X.141","TEN","CAR","21","0",NA,NA,NA
"X.142","TEN","CAR","22","0",NA,NA,NA
"X.143","TEN","CAR","23","0",NA,NA,NA
"X.144","CENT","CENT","0","0",NA,NA,NA
"X.145","CENT","CENT","1","0",NA,NA,NA
"X.146","CENT","CENT","2","0",NA,NA,NA
"X.147","CENT","CENT","3","0",NA,NA,NA
"X.148","CENT","CENT","4","0",NA,NA,NA
"X.149","CENT","CENT","5","0",NA,NA,NA
"X.150","CENT","CENT","6","0",NA,NA,NA
"X.151","CENT","CENT","7","0",NA,NA,NA
"X.152","CENT","CENT","8","0",NA,NA,NA
"X.153","CENT","CENT","9","0.414814766640035","0.834077488046853","1.25717055998438","1.68349259152842"
"X.154","CENT","CENT","10","1.93661904493997","4.10691045913771","6.52912601755901","9.20412687610433"
"X.155","CENT","CENT","11","2.98460191327123","6.27417128143894","9.80866173001106","13.4937119897745"
"X.156","CENT","CENT","12","3.22769274410173","6.74707260300594","10.4725491668697","14.2852474903043"
"X.157","CENT","CENT","13","3.10623193791457","6.51244681026844","10.1460678507096","13.9003886146894"
"X.158","CENT","CENT","14","3.28812263172557","6.86248579123937","10.6308586240318","14.4684153755129"
"X.159","CENT","CENT","15","3.52550978472641","7.30639817277611","11.2234905909497","15.1297041842326"
"X.160","CENT","CENT","16","3.58325707178145","7.41184341107009","11.3598730308159","15.2752287363478"
"X.161","CENT","CENT","17","2.98460191327123","6.27417128143894","9.80866173001106","13.4937119897745"
"X.162","CENT","CENT","18","1.31651293594349","2.74257902714834","4.30519592252023","6.02922739416175"
"X.163","CENT","CENT","19","0.591016746727914","1.18277687322304","1.77437056667589","2.36507665002113"
"X.164","CENT","CENT","20","0.0704330793743119","0.141663568743374","0.213688284692345","0.286503802128313"
"X.165","CENT","CENT","21","0",NA,NA,NA
"X.166","CENT","CENT","22","0",NA,NA,NA
"X.167","CENT","CENT","23","0",NA,NA,NA
"X.168","TEX","CENT","0","0",NA,NA,NA
"X.169","TEX","CENT","1","0",NA,NA,NA
"X.170","TEX","CENT","2","0",NA,NA,NA
"X.171","TEX","CENT","3","0",NA,NA,NA
"X.172","TEX","CENT","4","0",NA,NA,NA
"X.173","TEX","CENT","5","0",NA,NA,NA
"X.174","TEX","CENT","6","0",NA,NA,NA
"X.175","TEX","CENT","7","0",NA,NA,NA
"X.176","TEX","CENT","8","1.82533718741068","3.66188778943578","5.50954565375888","7.36820202342869"
"X.177","TEX","CENT","9","10.8980900317943","20.5319525868813","29.0128217437929","36.4557761330509"
"X.178","TEX","CENT","10","3.00224933448629","5.80914462819902","8.43472776761742","10.8683889900122"
"X.179","TEX","CENT","11","2.81184540541185","5.34907494475155","7.57067036499628","9.44349811668383"
"X.180","TEX","CENT","12","2.6585294253671","4.96796764704997","6.8912711287821","8.41600285764989"
"X.181","TEX","CENT","13","2.50618764568945","4.61004427749036","6.28906209291824","7.55456870854325"
"X.182","TEX","CENT","14","2.52346803658445","4.64982116442131","6.35464409788055","7.64658568464911"
"X.183","TEX","CENT","15","2.50545923696836","4.60837173754021","6.28631114925328","7.55071768011435"
"X.184","TEX","CENT","16","2.62987402437046","4.89929033823863","6.7734516505382","8.24436078630808"
"X.185","TEX","CENT","17","2.91989040811203","5.62944297879771","8.10604956388524","10.3160196221751"
"X.186","TEX","CENT","18","3.44596225617947","6.53072087170918","9.35653217117456","11.9904733268625"
"X.187","TEX","CENT","19","12.7760916256065","24.4080450566919","34.9444059705486","44.4451018168781"
"X.188","TEX","CENT","20","3.34953890979598","6.72616158127816","10.1291715178647","13.5578540576694"
"X.189","TEX","CENT","21","0.00613826173944648","0.0122767174983077","0.0184153672737108","0.0245542110628619"
"X.190","TEX","CENT","22","0",NA,NA,NA
"X.191","TEX","CENT","23","0",NA,NA,NA
"X.192","FlA","FlA","0","0",NA,NA,NA
"X.193","FlA","FlA","1","0",NA,NA,NA
"X.194","FlA","FlA","2","0",NA,NA,NA
"X.195","FlA","FlA","3","0",NA,NA,NA
"X.196","FlA","FlA","4","0",NA,NA,NA
"X.197","FlA","FlA","5","0",NA,NA,NA
"X.198","FlA","FlA","6","0",NA,NA,NA
"X.199","FlA","FlA","7","0",NA,NA,NA
"X.200","FlA","FlA","8","4.70410960257684","9.46950814046144","14.2959984932467","19.1833560767892"
"X.201","FlA","FlA","9","37.4915089136354","72.4872108423224","105.075865834189","135.401426716245"
"X.202","FlA","FlA","10","51.01952893692","106.460619119624","166.04086868315","228.877122590352"
"X.203","FlA","FlA","11","80.646090641146","156.314265487624","223.217727447268","278.754076594227"
"X.204","FlA","FlA","12","74.4596019124223","135.624780235921","182.094018556303","214.660212735586"
"X.205","FlA","FlA","13","74.0118402369895","134.521784282745","180.249432913372","212.108403734317"
"X.206","FlA","FlA","14","75.3953721625773","137.971104017675","186.065904937613","220.205397987979"
"X.207","FlA","FlA","15","80.5580918762102","153.644216395295","215.7960599816","265.171159197671"
"X.208","FlA","FlA","16","72.0436035382518","146.267112860342","219.758152453923","289.322206205402"
"X.209","FlA","FlA","17","38.6083556357693","79.7964255181274","124.178440192656","172.079151896507"
"X.210","FlA","FlA","18","36.7460034966542","70.8536419470664","102.487539316441","131.865901853378"
"X.211","FlA","FlA","19","21.934825819778","44.1245626738782","66.5274217111237","89.1006756644134"
"X.212","FlA","FlA","20","2.12024169330758","4.25706122424342","6.41046863118331","8.58047219809776"
"X.213","FlA","FlA","21","0.0177089272991073","0.0354194229691905","0.0531314870526793","0.0708451195916715"
"X.214","FlA","FlA","22","0",NA,NA,NA
"X.215","FlA","FlA","23","0",NA,NA,NA
"X.216","SE","FlA","0","0",NA,NA,NA
"X.217","SE","FlA","1","0",NA,NA,NA
"X.218","SE","FlA","2","0",NA,NA,NA
"X.219","SE","FlA","3","0",NA,NA,NA
"X.220","SE","FlA","4","0",NA,NA,NA
"X.221","SE","FlA","5","0",NA,NA,NA
"X.222","SE","FlA","6","0",NA,NA,NA
"X.223","SE","FlA","7","0.476292130182942","0.956109274463637","1.43945420376737","1.92632942113539"
"X.224","SE","FlA","8","14.1229503094133","28.5774869184991","43.408842559069","58.6705576358504"
"X.225","SE","FlA","9","62.6637108877813","125.507719506775","186.847753808344","245.030547978183"
"X.226","SE","FlA","10","60.037675120929","110.148403095281","149.882875189259","179.742195607472"
"X.227","SE","FlA","11","49.6724166039128","87.6787606331506","115.009857039024","133.424536610223"
"X.228","SE","FlA","12","48.5015750218872","85.2669093773131","111.429515340998","128.851699715252"
"X.229","SE","FlA","13","49.9621886614629","88.2788182157577","115.904773551535","134.572192229229"
"X.230","SE","FlA","14","53.3991636609253","95.4997089925371","126.811557823771","148.716245378657"
"X.231","SE","FlA","15","64.5635083079216","121.125695535717","168.484078630349","206.304928173875"
"X.232","SE","FlA","16","61.7204166674271","123.983365394536","185.175520520583","243.674452406412"
"X.233","SE","FlA","17","24.5755896344419","50.6724693077395","78.4508232527619","108.039496446342"
"X.234","SE","FlA","18","6.82883360344462","13.7720177359709","20.8229149961577","27.9754925059404"
"X.235","SE","FlA","19","0.576286674668232","1.15747809968966","1.74357712223852","2.33458606850264"
"X.236","SE","FlA","20","0.00556204456982229","0.0111247289030704","0.0166880530206687","0.0222520169436531"
"X.237","SE","FlA","21","0",NA,NA,NA
"X.238","SE","FlA","22","0",NA,NA,NA
"X.239","SE","FlA","23","0",NA,NA,NA
"X.240","MIDA","MIDA","0","0.148480157846557","0.297095984746536","0.445847475339773","0.5947346240705"
"X.241","MIDA","MIDA","1","0.148480157846557","0.297095984746536","0.445847475339773","0.5947346240705"
"X.242","MIDA","MIDA","2","0.148480157846557","0.297095984746536","0.445847475339773","0.5947346240705"
"X.243","MIDA","MIDA","3","0.148480157846557","0.297095984746536","0.445847475339773","0.5947346240705"
"X.244","MIDA","MIDA","4","0.148480157846557","0.297095984746536","0.445847475339773","0.5947346240705"
"X.245","MIDA","MIDA","5","0.148480157846557","0.297095984746536","0.445847475339773","0.5947346240705"
"X.246","MIDA","MIDA","6","0.199209488543461","0.398660092511619","0.598351795890007","0.798284582049094"
"X.247","MIDA","MIDA","7","2.84719776669534","5.72358129767926","8.62894759089303","11.5630869591675"
"X.248","MIDA","MIDA","8","81.9380308298595","173.190839874538","274.441953630134","386.190825465308"
"X.249","MIDA","MIDA","9","327.557474380622","644.805686637124","943.565855816719","1216.89531261826"
"X.250","MIDA","MIDA","10","302.788178545233","560.704203689884","770.78781692089","933.998340349472"
"X.251","MIDA","MIDA","11","267.435648437093","481.805757166008","644.799298621129","762.020966798102"
"X.252","MIDA","MIDA","12","269.798554202086","486.888715357967","652.663203347629","772.459884202652"
"X.253","MIDA","MIDA","13","268.11384311","483.262447451737","647.049972726866","765.005106097421"
"X.254","MIDA","MIDA","14","292.991877525968","538.113373330514","733.73994682047","882.271630399742"
"X.255","MIDA","MIDA","15","332.613665387942","645.806131165472","931.588348596989","1183.94540594615"
"X.256","MIDA","MIDA","16","228.772316477662","472.851291034127","728.588721565096","991.742019086753"
"X.257","MIDA","MIDA","17","60.4520437018423","127.190118829441","200.898473011564","282.200116892037"
"X.258","MIDA","MIDA","18","9.63053036830316","19.4060038400311","29.3236565831359","39.3812955002191"
"X.259","MIDA","MIDA","19","0.480182133492009","0.961673302769326","1.44447308175196","1.92858102638547"
"X.260","MIDA","MIDA","20","0.216256499645961","0.432795941658304","0.649618304275414","0.866723564889292"
"X.261","MIDA","MIDA","21","0.148480157846557","0.297095984746536","0.445847475339773","0.5947346240705"
"X.262","MIDA","MIDA","22","0.148480157846557","0.297095984746536","0.445847475339773","0.5947346240705"
"X.263","MIDA","MIDA","23","0.148480157846557","0.297095984746536","0.445847475339773","0.5947346240705"
"X.264","CAR","MIDA","0","0",NA,NA,NA
"X.265","CAR","MIDA","1","0",NA,NA,NA
"X.266","CAR","MIDA","2","0",NA,NA,NA
"X.267","CAR","MIDA","3","0",NA,NA,NA
"X.268","CAR","MIDA","4","0",NA,NA,NA
"X.269","CAR","MIDA","5","0",NA,NA,NA
"X.270","CAR","MIDA","6","0",NA,NA,NA
"X.271","CAR","MIDA","7","0",NA,NA,NA
"X.272","CAR","MIDA","8","10.8078736609155","21.6954344425781","32.6599225481456","43.698516863538"
"X.273","CAR","MIDA","9","36.794820060298","70.5766761117587","101.498776247807","129.756738678736"
"X.274","CAR","MIDA","10","52.8556588204627","113.800981211938","182.865845483853","259.284491265616"
"X.275","CAR","MIDA","11","108.126027381321","216.39600468056","319.404027735703","412.449733396536"
"X.276","CAR","MIDA","12","110.868255797708","206.960822668774","284.959856908492","344.239950816882"
"X.277","CAR","MIDA","13","105.913066379734","193.857156810939","261.985973386661","311.217229356497"
"X.278","CAR","MIDA","14","108.357601685713","200.073393100378","272.621599239641","326.240843988096"
"X.279","CAR","MIDA","15","113.815278634854","220.842066702744","315.825383873158","395.347533573091"
"X.280","CAR","MIDA","16","86.1450517657656","179.966366389689","278.225738979127","376.986662080156"
"X.281","CAR","MIDA","17","29.2364175984561","60.8339049720374","95.9987658150669","135.736242185956"
"X.282","CAR","MIDA","18","37.8112420984877","72.7690194902382","104.969781635651","134.550798847328"
"X.283","CAR","MIDA","19","19.4559559668688","39.0126987214782","58.65443035557","78.3652001936288"
"X.284","CAR","MIDA","20","1.72421577153516","3.45253836779601","5.18495831327993","6.92146602306424"
"X.285","CAR","MIDA","21","0",NA,NA,NA
"X.286","CAR","MIDA","22","0",NA,NA,NA
"X.287","CAR","MIDA","23","0",NA,NA,NA
"X.288","TEN","MIDA","0","0",NA,NA,NA
"X.289","TEN","MIDA","1","0",NA,NA,NA
"X.290","TEN","MIDA","2","0",NA,NA,NA
"X.291","TEN","MIDA","3","0",NA,NA,NA
"X.292","TEN","MIDA","4","0",NA,NA,NA
"X.293","TEN","MIDA","5","0",NA,NA,NA
"X.294","TEN","MIDA","6","0",NA,NA,NA
"X.295","TEN","MIDA","7","0.0416326158716621","0.083331818346987","0.125097704274893","0.166930370616852"
"X.296","TEN","MIDA","8","12.1653898792474","25.155219954278","39.001913503991","53.7366702479727"
"X.297","TEN","MIDA","9","109.849470237048","217.993326809552","322.83007147193","422.905663250937"
"X.298","TEN","MIDA","10","106.625879039247","200.685534049368","281.660254219217","349.69304485405"
"X.299","TEN","MIDA","11","91.806332015128","168.31876127209","230.29068762133","279.076506635822"
"X.300","TEN","MIDA","12","95.3341706791214","175.782291620466","241.817133721541","294.546051835445"
"X.301","TEN","MIDA","13","92.832796413338","170.478846648224","233.61117953541","283.514540558755"
"X.302","TEN","MIDA","14","95.822597270025","176.824840332421","243.439658363026","296.738457235268"
"X.303","TEN","MIDA","15","94.3451919036443","173.678471763705","238.552539374265","290.146210405339"
"X.304","TEN","MIDA","16","114.894744040224","222.15210043929","320.299333438526","408.334922266368"
"X.305","TEN","MIDA","17","94.1939072594218","190.307906762906","287.221488627269","383.783385314095"
"X.306","TEN","MIDA","18","15.7223509894531","32.5588441551264","50.5493824809231","69.7308716268005"
"X.307","TEN","MIDA","19","0.671448515714408","1.35489585924936","2.05052921207517","2.7585378218113"
"X.308","TEN","MIDA","20","0",NA,NA,NA
"X.309","TEN","MIDA","21","0",NA,NA,NA
"X.310","TEN","MIDA","22","0",NA,NA,NA
"X.311","TEN","MIDA","23","0",NA,NA,NA
"X.312","MIDW","MIDW","0","0.205622380498439","0.411275659666249","0.616959833281054","0.82267489711726"
"X.313","MIDW","MIDW","1","0.205622380498439","0.411275659666249","0.616959833281054","0.82267489711726"
"X.314","MIDW","MIDW","2","0.205622380498439","0.411275659666249","0.616959833281054","0.82267489711726"
"X.315","MIDW","MIDW","3","0.205622380498439","0.411275659666249","0.616959833281054","0.82267489711726"
"X.316","MIDW","MIDW","4","0.205622380498439","0.411275659666249","0.616959833281054","0.82267489711726"
"X.317","MIDW","MIDW","5","0",NA,NA,NA
"X.318","MIDW","MIDW","6","0",NA,NA,NA
"X.319","MIDW","MIDW","7","0.205622380498439","0.411275659666249","0.616959833281054","0.82267489711726"
"X.320","MIDW","MIDW","8","1.8956787326166","3.79379911595973","5.69435766615332","7.59735087818306"
"X.321","MIDW","MIDW","9","67.0529162120869","132.487854117845","196.153645672977","257.914988666592"
"X.322","MIDW","MIDW","10","27.4746089078548","58.0088113467677","93.1105844862765","133.965260913703"
"X.323","MIDW","MIDW","11","108.180770602188","219.311997498258","327.433018035784","426.986554171676"
"X.324","MIDW","MIDW","12","118.162812381077","224.174777947088","313.022859993538","382.576374589244"
"X.325","MIDW","MIDW","13","112.990723832623","208.115690176064","282.508219918664","336.553888957574"
"X.326","MIDW","MIDW","14","110.450690393722","201.586271440422","271.320777001597","320.805704870083"
"X.327","MIDW","MIDW","15","111.931239880021","205.343720364051","277.706809634487","329.74316964176"
"X.328","MIDW","MIDW","16","117.075751311017","220.043534385429","304.489095345604","369.065305711934"
"X.329","MIDW","MIDW","17","111.509970839437","224.033980024411","331.353081016484","428.036332648983"
"X.330","MIDW","MIDW","18","54.3643163502449","118.396237619091","191.93121026763","273.802098765311"
"X.331","MIDW","MIDW","19","35.1336800278813","64.8946960762927","90.4771947221163","113.015128030352"
"X.332","MIDW","MIDW","20","60.0835687226043","119.426538412812","177.91039804406","235.422649729112"
"X.333","MIDW","MIDW","21","2.99176296371044","5.98933258520488","8.9926948037086","12.0018354356327"
"X.334","MIDW","MIDW","22","0.205622380498439","0.411275659666249","0.616959833281054","0.82267489711726"
"X.335","MIDW","MIDW","23","0.205622380498439","0.411275659666249","0.616959833281054","0.82267489711726"
"X.336","CENT","MIDW","0","0",NA,NA,NA
"X.337","CENT","MIDW","1","0",NA,NA,NA
"X.338","CENT","MIDW","2","0",NA,NA,NA
"X.339","CENT","MIDW","3","0",NA,NA,NA
"X.340","CENT","MIDW","4","0",NA,NA,NA
"X.341","CENT","MIDW","5","0",NA,NA,NA
"X.342","CENT","MIDW","6","0",NA,NA,NA
"X.343","CENT","MIDW","7","0",NA,NA,NA
